ORDER_D,ITEM,COSTOMER_NAME,ORDER_DATE,STATUS,ORDER_UPDATE_TIMESTAMP
104,Item104,CUSTOMER_NAME104,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
105,Item105,CUSTOMER_NAME105,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
106,Item106,CUSTOMER_NAME106,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
107,Item107,CUSTOMER_NAME107,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
108,Item108,CUSTOMER_NAME108,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
109,Item109,CUSTOMER_NAME109,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
110,Item110,CUSTOMER_NAME110,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
111,Item111,CUSTOMER_NAME111,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
112,Item112,CUSTOMER_NAME112,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
113,Item113,CUSTOMER_NAME113,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
114,Item114,CUSTOMER_NAME114,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
115,Item115,CUSTOMER_NAME115,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
116,Item116,CUSTOMER_NAME116,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
117,Item117,CUSTOMER_NAME117,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
118,Item118,CUSTOMER_NAME118,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
119,Item119,CUSTOMER_NAME119,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
120,Item120,CUSTOMER_NAME120,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
121,Item121,CUSTOMER_NAME121,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
122,Item122,CUSTOMER_NAME122,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
123,Item123,CUSTOMER_NAME123,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
124,Item124,CUSTOMER_NAME124,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
125,Item125,CUSTOMER_NAME125,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
126,Item126,CUSTOMER_NAME126,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
127,Item127,CUSTOMER_NAME127,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
128,Item128,CUSTOMER_NAME128,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
129,Item129,CUSTOMER_NAME129,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
130,Item130,CUSTOMER_NAME130,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
131,Item131,CUSTOMER_NAME131,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
132,Item132,CUSTOMER_NAME132,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
133,Item133,CUSTOMER_NAME133,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
134,Item134,CUSTOMER_NAME134,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
135,Item135,CUSTOMER_NAME135,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
136,Item136,CUSTOMER_NAME136,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
137,Item137,CUSTOMER_NAME137,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
138,Item138,CUSTOMER_NAME138,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
139,Item139,CUSTOMER_NAME139,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
140,Item140,CUSTOMER_NAME140,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
141,Item141,CUSTOMER_NAME141,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
142,Item142,CUSTOMER_NAME142,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
143,Item143,CUSTOMER_NAME143,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
144,Item144,CUSTOMER_NAME144,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
145,Item145,CUSTOMER_NAME145,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
146,Item146,CUSTOMER_NAME146,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
147,Item147,CUSTOMER_NAME147,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
148,Item148,CUSTOMER_NAME148,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
149,Item149,CUSTOMER_NAME149,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
150,Item150,CUSTOMER_NAME150,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
151,Item151,CUSTOMER_NAME151,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
152,Item152,CUSTOMER_NAME152,2019-12-31 23:59:00,COMPLETED,2020-01-01 23:59:00
153,Item153,CUSTOMER_NAME153,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
154,Item154,CUSTOMER_NAME154,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
155,Item155,CUSTOMER_NAME155,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
156,Item156,CUSTOMER_NAME156,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
157,Item157,CUSTOMER_NAME157,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
158,Item158,CUSTOMER_NAME158,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
159,Item159,CUSTOMER_NAME159,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
160,Item160,CUSTOMER_NAME160,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
161,Item161,CUSTOMER_NAME161,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
162,Item162,CUSTOMER_NAME162,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
163,Item163,CUSTOMER_NAME163,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
164,Item164,CUSTOMER_NAME164,2019-12-31 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
165,Item165,CUSTOMER_NAME165,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
166,Item166,CUSTOMER_NAME166,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
167,Item167,CUSTOMER_NAME167,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
168,Item168,CUSTOMER_NAME168,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
169,Item169,CUSTOMER_NAME169,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
170,Item170,CUSTOMER_NAME170,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
171,Item171,CUSTOMER_NAME171,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
172,Item172,CUSTOMER_NAME172,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
173,Item173,CUSTOMER_NAME173,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
174,Item174,CUSTOMER_NAME174,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
175,Item175,CUSTOMER_NAME175,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
176,Item176,CUSTOMER_NAME176,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
177,Item177,CUSTOMER_NAME177,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
178,Item178,CUSTOMER_NAME178,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
179,Item179,CUSTOMER_NAME179,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
180,Item180,CUSTOMER_NAME180,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
181,Item181,CUSTOMER_NAME181,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
182,Item182,CUSTOMER_NAME182,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
183,Item183,CUSTOMER_NAME183,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
184,Item184,CUSTOMER_NAME184,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
185,Item185,CUSTOMER_NAME185,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
186,Item186,CUSTOMER_NAME186,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
187,Item187,CUSTOMER_NAME187,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
188,Item188,CUSTOMER_NAME188,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
189,Item189,CUSTOMER_NAME189,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
190,Item190,CUSTOMER_NAME190,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
191,Item191,CUSTOMER_NAME191,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
192,Item192,CUSTOMER_NAME192,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
193,Item193,CUSTOMER_NAME193,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
194,Item194,CUSTOMER_NAME194,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
195,Item195,CUSTOMER_NAME195,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
196,Item196,CUSTOMER_NAME196,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
197,Item197,CUSTOMER_NAME197,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
198,Item198,CUSTOMER_NAME198,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
199,Item199,CUSTOMER_NAME199,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
200,Item200,CUSTOMER_NAME200,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
201,Item201,CUSTOMER_NAME201,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
202,Item202,CUSTOMER_NAME202,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
203,Item203,CUSTOMER_NAME203,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
204,Item204,CUSTOMER_NAME204,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
205,Item205,CUSTOMER_NAME205,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
206,Item206,CUSTOMER_NAME206,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
207,Item207,CUSTOMER_NAME207,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
208,Item208,CUSTOMER_NAME208,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
209,Item209,CUSTOMER_NAME209,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
210,Item210,CUSTOMER_NAME210,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
211,Item211,CUSTOMER_NAME211,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
212,Item212,CUSTOMER_NAME212,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
213,Item213,CUSTOMER_NAME213,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
214,Item214,CUSTOMER_NAME214,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
215,Item215,CUSTOMER_NAME215,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
216,Item216,CUSTOMER_NAME216,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
217,Item217,CUSTOMER_NAME217,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
218,Item218,CUSTOMER_NAME218,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
219,Item219,CUSTOMER_NAME219,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
220,Item220,CUSTOMER_NAME220,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
221,Item221,CUSTOMER_NAME221,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
222,Item222,CUSTOMER_NAME222,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
223,Item223,CUSTOMER_NAME223,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
224,Item224,CUSTOMER_NAME224,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
225,Item225,CUSTOMER_NAME225,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
226,Item226,CUSTOMER_NAME226,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
227,Item227,CUSTOMER_NAME227,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
228,Item228,CUSTOMER_NAME228,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
229,Item229,CUSTOMER_NAME229,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
230,Item230,CUSTOMER_NAME230,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
231,Item231,CUSTOMER_NAME231,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
232,Item232,CUSTOMER_NAME232,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
233,Item233,CUSTOMER_NAME233,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
234,Item234,CUSTOMER_NAME234,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
235,Item235,CUSTOMER_NAME235,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
236,Item236,CUSTOMER_NAME236,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
237,Item237,CUSTOMER_NAME237,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
238,Item238,CUSTOMER_NAME238,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
239,Item239,CUSTOMER_NAME239,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
240,Item240,CUSTOMER_NAME240,2020-01-01 23:59:00,READY_FOR_PICKUP,2020-01-01 23:59:00
241,Item241,CUSTOMER_NAME241,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
242,Item242,CUSTOMER_NAME242,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
243,Item243,CUSTOMER_NAME243,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
244,Item244,CUSTOMER_NAME244,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
245,Item245,CUSTOMER_NAME245,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
246,Item246,CUSTOMER_NAME246,2020-01-01 23:59:00,COMPLETED,2020-01-01 23:59:00
